tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,212.26913649,192.724120147,0.0,0,0,0
blue,212.26913649,184.724120147,0.0,0,0,0
yellow,208.205743746,192.410576582,0.0,0,0,0
blue,208.205743746,184.410576582,0.0,0,0,0
yellow,204.142351002,192.097033018,0.0,0,0,0
blue,204.142351002,184.097033018,0.0,0,0,0
yellow,200.078958258,191.783489453,0.0,0,0,0
blue,200.078958258,183.783489453,0.0,0,0,0
yellow,196.015565514,191.469945889,0.0,0,0,0
blue,196.015565514,183.469945889,0.0,0,0,0
yellow,191.95217277,191.156402324,0.0,0,0,0
blue,191.95217277,183.156402324,0.0,0,0,0
yellow,187.888780026,190.84285876,0.0,0,0,0
blue,187.888780026,182.84285876,0.0,0,0,0
yellow,183.825387281,190.529315195,0.0,0,0,0
blue,183.825387281,182.529315195,0.0,0,0,0
yellow,179.761994537,190.21577163,0.0,0,0,0
blue,179.761994537,182.21577163,0.0,0,0,0
yellow,175.698601793,189.902228066,0.0,0,0,0
blue,175.698601793,181.902228066,0.0,0,0,0
yellow,171.635209049,189.588684501,0.0,0,0,0
blue,171.635209049,181.588684501,0.0,0,0,0
yellow,167.571816305,189.275140937,0.0,0,0,0
blue,167.571816305,181.275140937,0.0,0,0,0
yellow,163.508423561,188.961597372,0.0,0,0,0
blue,163.508423561,180.961597372,0.0,0,0,0
yellow,159.445030817,188.648053808,0.0,0,0,0
blue,159.445030817,180.648053808,0.0,0,0,0
yellow,155.381638072,188.334510243,0.0,0,0,0
blue,155.381638072,180.334510243,0.0,0,0,0
yellow,151.642580428,188.049733224,0.0,0,0,0
blue,151.642580428,180.049733224,0.0,0,0,0
blue,147.32226393,180.092067541,0.0,0,0,0
yellow,148.761374788,188.144682824,0.0,0,0,0
blue,146.761374788,180.144682824,0.0,0,0,0
yellow,144.637525361,188.531528437,0.0,0,0,0
blue,142.637525361,180.531528437,0.0,0,0,0
yellow,140.513675934,188.91837405,0.0,0,0,0
blue,138.513675934,180.91837405,0.0,0,0,0
yellow,136.389826507,189.305219663,0.0,0,0,0
blue,134.389826507,181.305219663,0.0,0,0,0
yellow,132.265977079,189.692065276,0.0,0,0,0
blue,130.265977079,181.692065276,0.0,0,0,0
yellow,128.142127652,190.07891089,0.0,0,0,0
blue,126.142127652,182.07891089,0.0,0,0,0
yellow,124.018278225,190.465756503,0.0,0,0,0
blue,122.018278225,182.465756503,0.0,0,0,0
yellow,119.894428798,190.852602116,0.0,0,0,0
blue,117.894428798,182.852602116,0.0,0,0,0
yellow,115.770579371,191.239447729,0.0,0,0,0
blue,113.770579371,183.239447729,0.0,0,0,0
yellow,111.646729944,191.626293343,0.0,0,0,0
blue,109.646729944,183.626293343,0.0,0,0,0
yellow,107.522880516,192.013138956,0.0,0,0,0
blue,105.522880516,184.013138956,0.0,0,0,0
yellow,103.399031089,192.399984569,0.0,0,0,0
blue,101.399031089,184.399984569,0.0,0,0,0
yellow,99.2751816621,192.786830182,0.0,0,0,0
blue,97.2751816621,184.786830182,0.0,0,0,0
yellow,97.219815454,192.979637756,0.0,0,0,0
blue,95.219815454,184.979637756,0.0,0,0,0
yellow,93.0433273605,192.934596764,0.0,0,0,0
blue,91.0509365076,184.580791562,0.0,0,0,0
yellow,88.937408481,192.267233885,0.0,0,0,0
yellow,85.2762254742,189.561256369,0.0,0,0,0
blue,87.0327993184,183.404991044,0.0,0,0,0
yellow,81.7674471588,187.612375494,0.0,0,0,0
blue,84.3899173597,180.130076238,0.0,0,0,0
yellow,79.5252143229,183.971275428,0.0,0,0,0
yellow,76.8993731588,180.911919588,0.0,0,0,0
yellow,76.7526507677,180.535633276,0.0,0,0,0
blue,82.7526507677,176.535633276,0.0,0,0,0
yellow,75.29535759,176.798238662,0.0,0,0,0
blue,81.29535759,172.798238662,0.0,0,0,0
yellow,73.8380644123,173.060844048,0.0,0,0,0
blue,79.8380644123,169.060844048,0.0,0,0,0
yellow,72.3807712347,169.323449434,0.0,0,0,0
blue,78.3807712347,165.323449434,0.0,0,0,0
yellow,70.923478057,165.58605482,0.0,0,0,0
blue,76.923478057,161.58605482,0.0,0,0,0
yellow,69.4661848794,161.848660206,0.0,0,0,0
blue,75.4661848794,157.848660206,0.0,0,0,0
yellow,68.0088917017,158.111265592,0.0,0,0,0
blue,74.0088917017,154.111265592,0.0,0,0,0
yellow,66.5515985241,154.373870979,0.0,0,0,0
blue,72.5515985241,150.373870979,0.0,0,0,0
yellow,65.0943053464,150.636476365,0.0,0,0,0
blue,71.0943053464,146.636476365,0.0,0,0,0
yellow,63.6370121687,146.899081751,0.0,0,0,0
blue,69.6370121687,142.899081751,0.0,0,0,0
yellow,62.2272757007,143.281757268,0.0,0,0,0
blue,68.2272757007,139.281757268,0.0,0,0,0
yellow,60.433197985,139.596858463,0.0,0,0,0
blue,66.433197985,135.596858463,0.0,0,0,0
