tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,79.6462653774,213.008400822,0.0,0,0,0
blue,81.6462653774,219.008400822,0.0,0,0,0
yellow,83.5338338366,211.754350074,0.0,0,0,0
blue,85.5338338366,217.754350074,0.0,0,0,0
yellow,87.4214022959,210.500299326,0.0,0,0,0
blue,89.4214022959,216.500299326,0.0,0,0,0
yellow,91.3089707551,209.246248579,0.0,0,0,0
blue,93.3089707551,215.246248579,0.0,0,0,0
yellow,95.1965392143,207.992197831,0.0,0,0,0
blue,97.1965392143,213.992197831,0.0,0,0,0
yellow,99.0841076735,206.738147083,0.0,0,0,0
blue,101.084107674,212.738147083,0.0,0,0,0
yellow,102.971676133,205.484096336,0.0,0,0,0
blue,104.971676133,211.484096336,0.0,0,0,0
yellow,106.859244592,204.230045588,0.0,0,0,0
blue,108.859244592,210.230045588,0.0,0,0,0
yellow,110.746813051,202.97599484,0.0,0,0,0
blue,112.746813051,208.97599484,0.0,0,0,0
yellow,114.63438151,201.721944092,0.0,0,0,0
blue,116.63438151,207.721944092,0.0,0,0,0
yellow,115.7455274,201.365451954,0.0,0,0,0
blue,117.7455274,207.365451954,0.0,0,0,0
yellow,119.784255308,200.876779477,0.0,0,0,0
yellow,123.453655321,201.120003918,0.0,0,0,0
blue,121.453655321,207.120003918,0.0,0,0,0
yellow,127.500032822,201.863168977,0.0,0,0,0
blue,125.500032822,207.863168977,0.0,0,0,0
yellow,131.546410323,202.606334036,0.0,0,0,0
blue,129.546410323,208.606334036,0.0,0,0,0
yellow,135.592787824,203.349499094,0.0,0,0,0
blue,133.592787824,209.349499094,0.0,0,0,0
yellow,139.639165324,204.092664153,0.0,0,0,0
blue,137.639165324,210.092664153,0.0,0,0,0
yellow,143.685542825,204.835829211,0.0,0,0,0
blue,141.685542825,210.835829211,0.0,0,0,0
yellow,147.731920326,205.57899427,0.0,0,0,0
blue,145.731920326,211.57899427,0.0,0,0,0
yellow,151.778297827,206.322159329,0.0,0,0,0
blue,149.778297827,212.322159329,0.0,0,0,0
yellow,155.824675328,207.065324387,0.0,0,0,0
blue,153.824675328,213.065324387,0.0,0,0,0
yellow,159.871052829,207.808489446,0.0,0,0,0
blue,157.871052829,213.808489446,0.0,0,0,0
yellow,163.917430329,208.551654505,0.0,0,0,0
blue,161.917430329,214.551654505,0.0,0,0,0
yellow,167.96380783,209.294819563,0.0,0,0,0
blue,165.96380783,215.294819563,0.0,0,0,0
yellow,172.010185331,210.037984622,0.0,0,0,0
blue,170.010185331,216.037984622,0.0,0,0,0
yellow,176.056562832,210.78114968,0.0,0,0,0
blue,174.056562832,216.78114968,0.0,0,0,0
yellow,180.102940333,211.524314739,0.0,0,0,0
blue,178.102940333,217.524314739,0.0,0,0,0
yellow,184.149317834,212.267479798,0.0,0,0,0
blue,182.149317834,218.267479798,0.0,0,0,0
yellow,188.195695334,213.010644856,0.0,0,0,0
blue,186.195695334,219.010644856,0.0,0,0,0
yellow,192.242072835,213.753809915,0.0,0,0,0
blue,190.242072835,219.753809915,0.0,0,0,0
yellow,196.288450336,214.496974974,0.0,0,0,0
blue,194.288450336,220.496974974,0.0,0,0,0
yellow,197.989872297,214.809461228,0.0,0,0,0
blue,195.989872297,220.809461228,0.0,0,0,0
yellow,202.27641613,215.165639739,0.0,0,0,0
blue,200.27641613,221.165639739,0.0,0,0,0
blue,204.282087396,220.955835196,0.0,0,0,0
yellow,206.401125862,214.575920523,0.0,0,0,0
blue,209.477578414,220.007586132,0.0,0,0,0
yellow,210.281323761,212.904368233,0.0,0,0,0
blue,213.436329756,218.325441973,0.0,0,0,0
blue,216.9980306,215.739325176,0.0,0,0,0
yellow,214.031103899,210.963468215,0.0,0,0,0
blue,220.268425066,212.94543162,0.0,0,0,0
yellow,217.146361842,207.997580639,0.0,0,0,0
blue,222.987393989,208.612485602,0.0,0,0,0
yellow,219.316911045,204.397915214,0.0,0,0,0
blue,225.706146254,205.629501402,0.0,0,0,0
yellow,220.98027183,200.431234982,0.0,0,0,0
yellow,221.14055138,199.910004464,0.0,0,0,0
blue,227.14055138,201.910004464,0.0,0,0,0
yellow,222.319599609,196.07572915,0.0,0,0,0
blue,228.319599609,198.07572915,0.0,0,0,0
yellow,223.498647838,192.241453837,0.0,0,0,0
blue,229.498647838,194.241453837,0.0,0,0,0
yellow,224.677696067,188.407178523,0.0,0,0,0
blue,230.677696067,190.407178523,0.0,0,0,0
yellow,225.856744296,184.57290321,0.0,0,0,0
blue,231.856744296,186.57290321,0.0,0,0,0
yellow,227.035792525,180.738627896,0.0,0,0,0
blue,233.035792525,182.738627896,0.0,0,0,0
yellow,228.214840754,176.904352583,0.0,0,0,0
blue,234.214840754,178.904352583,0.0,0,0,0
yellow,229.393888983,173.070077269,0.0,0,0,0
blue,235.393888983,175.070077269,0.0,0,0,0
yellow,230.572937212,169.235801956,0.0,0,0,0
blue,236.572937212,171.235801956,0.0,0,0,0
yellow,231.751985441,165.401526642,0.0,0,0,0
