tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,73.8393800419,8.73934809206,0.0,0,0,0
blue,71.8393800419,14.7393480921,0.0,0,0,0
yellow,77.8536333884,8.85111377817,0.0,0,0,0
blue,75.8536333884,14.8511137782,0.0,0,0,0
yellow,81.867886735,8.96287946427,0.0,0,0,0
blue,79.867886735,14.9628794643,0.0,0,0,0
yellow,85.8821400816,9.07464515037,0.0,0,0,0
blue,83.8821400816,15.0746451504,0.0,0,0,0
yellow,89.8963934282,9.18641083647,0.0,0,0,0
blue,87.8963934282,15.1864108365,0.0,0,0,0
yellow,90.3064896913,9.1957132426,0.0,0,0,0
blue,88.3064896913,15.1957132426,0.0,0,0,0
yellow,90.0668540366,9.18178649254,0.0,0,0,0
blue,90.0668540366,15.1817864925,0.0,0,0,0
blue,94.0963577584,15.04070902,0.0,0,0,0
yellow,94.3112646236,9.03318488814,0.0,0,0,0
blue,98.1258614803,14.8996315475,0.0,0,0,0
yellow,98.3407683455,8.89210741561,0.0,0,0,0
blue,102.155365202,14.7585540749,0.0,0,0,0
yellow,102.370272067,8.75102994307,0.0,0,0,0
blue,106.184868924,14.6174766024,0.0,0,0,0
yellow,106.399775789,8.60995247054,0.0,0,0,0
yellow,108.959207082,8.52034389269,0.0,0,0,0
blue,108.959207082,14.5203438927,0.0,0,0,0
yellow,113.056174325,8.88621922953,0.0,0,0,0
blue,112.754812436,16.0140073952,0.0,0,0,0
yellow,116.922612956,10.1144701946,0.0,0,0,0
yellow,120.056166143,12.8190904719,0.0,0,0,0
yellow,122.698768008,16.0007500699,0.0,0,0,0
blue,115.302311277,19.2285775596,0.0,0,0,0
yellow,123.773369756,19.6142649075,0.0,0,0,0
blue,115.773369756,19.6142649075,0.0,0,0,0
yellow,124.872170366,23.4739647452,0.0,0,0,0
blue,116.872170366,23.4739647452,0.0,0,0,0
yellow,125.970970976,27.3336645829,0.0,0,0,0
blue,117.970970976,27.3336645829,0.0,0,0,0
yellow,127.069771587,31.1933644206,0.0,0,0,0
blue,119.069771587,31.1933644206,0.0,0,0,0
yellow,128.168572197,35.0530642583,0.0,0,0,0
blue,120.168572197,35.0530642583,0.0,0,0,0
yellow,129.267372808,38.912764096,0.0,0,0,0
blue,121.267372808,38.912764096,0.0,0,0,0
yellow,130.366173418,42.7724639338,0.0,0,0,0
blue,122.366173418,42.7724639338,0.0,0,0,0
yellow,131.464974029,46.6321637715,0.0,0,0,0
blue,123.464974029,46.6321637715,0.0,0,0,0
yellow,132.563774639,50.4918636092,0.0,0,0,0
blue,124.563774639,50.4918636092,0.0,0,0,0
yellow,132.901685946,51.6849534242,0.0,0,0,0
blue,124.901685946,51.6849534242,0.0,0,0,0
yellow,132.822099618,56.5434307809,0.0,0,0,0
yellow,130.384337292,59.8044457746,0.0,0,0,0
yellow,126.283970065,61.9813009845,0.0,0,0,0
yellow,125.626173877,62.1293870817,0.0,0,0,0
blue,123.626173877,54.1293870817,0.0,0,0,0
yellow,121.56042266,62.9390236839,0.0,0,0,0
blue,119.56042266,54.9390236839,0.0,0,0,0
yellow,117.494671443,63.7486602861,0.0,0,0,0
blue,115.494671443,55.7486602861,0.0,0,0,0
yellow,113.428920226,64.5582968882,0.0,0,0,0
blue,111.428920226,56.5582968882,0.0,0,0,0
yellow,109.363169009,65.3679334904,0.0,0,0,0
blue,107.363169009,57.3679334904,0.0,0,0,0
yellow,105.297417791,66.1775700926,0.0,0,0,0
blue,103.297417791,58.1775700926,0.0,0,0,0
yellow,101.231666574,66.9872066947,0.0,0,0,0
blue,99.2316665745,58.9872066947,0.0,0,0,0
yellow,97.1659153575,67.7968432969,0.0,0,0,0
blue,95.1659153575,59.7968432969,0.0,0,0,0
yellow,93.1001641404,68.6064798991,0.0,0,0,0
blue,91.1001641404,60.6064798991,0.0,0,0,0
yellow,89.0344129234,69.4161165012,0.0,0,0,0
blue,87.0344129234,61.4161165012,0.0,0,0,0
yellow,84.9686617064,70.2257531034,0.0,0,0,0
blue,82.9686617064,62.2257531034,0.0,0,0,0
yellow,80.9029104894,71.0353897056,0.0,0,0,0
blue,78.9029104894,63.0353897056,0.0,0,0,0
yellow,76.8371592724,71.8450263077,0.0,0,0,0
blue,74.8371592724,63.8450263077,0.0,0,0,0
yellow,72.7714080553,72.6546629099,0.0,0,0,0
blue,70.7714080553,64.6546629099,0.0,0,0,0
yellow,68.7056568383,73.4642995121,0.0,0,0,0
blue,66.7056568383,65.4642995121,0.0,0,0,0
yellow,64.6399056213,74.2739361143,0.0,0,0,0
blue,62.6399056213,66.2739361143,0.0,0,0,0
yellow,60.5741544043,75.0835727164,0.0,0,0,0
blue,58.5741544043,67.0835727164,0.0,0,0,0
yellow,56.5084031873,75.8932093186,0.0,0,0,0
blue,54.5084031873,67.8932093186,0.0,0,0,0
yellow,54.7481904841,76.2412399947,0.0,0,0,0
blue,52.7481904841,68.2412399947,0.0,0,0,0
yellow,50.642666748,76.1268709022,0.0,0,0,0
yellow,47.1740266682,74.0162079639,0.0,0,0,0
blue,48.9380654856,66.953843645,0.0,0,0,0
yellow,44.1761695635,70.9966765493,0.0,0,0,0
yellow,43.9791840892,70.6902191829,0.0,0,0,0
blue,47.9791840892,66.6902191829,0.0,0,0,0
yellow,41.8093414215,67.264229134,0.0,0,0,0
