tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,82.2423111336,189.488130882,0.0,0,0,0
blue,82.2423111336,195.488130882,0.0,0,0,0
yellow,86.3383732774,189.425391257,0.0,0,0,0
blue,86.3383732774,195.425391257,0.0,0,0,0
yellow,90.4344354212,189.362651633,0.0,0,0,0
blue,90.4344354212,195.362651633,0.0,0,0,0
yellow,94.530497565,189.299912008,0.0,0,0,0
blue,94.530497565,195.299912008,0.0,0,0,0
yellow,98.6265597088,189.237172384,0.0,0,0,0
blue,98.6265597088,195.237172384,0.0,0,0,0
yellow,102.722621853,189.174432759,0.0,0,0,0
blue,102.722621853,195.174432759,0.0,0,0,0
yellow,106.818683996,189.111693135,0.0,0,0,0
blue,106.818683996,195.111693135,0.0,0,0,0
yellow,110.91474614,189.04895351,0.0,0,0,0
blue,110.91474614,195.04895351,0.0,0,0,0
yellow,115.010808284,188.986213886,0.0,0,0,0
blue,115.010808284,194.986213886,0.0,0,0,0
yellow,119.106870428,188.923474261,0.0,0,0,0
blue,119.106870428,194.923474261,0.0,0,0,0
yellow,123.202932572,188.860734637,0.0,0,0,0
blue,123.202932572,194.860734637,0.0,0,0,0
yellow,127.298994716,188.797995012,0.0,0,0,0
blue,127.298994716,194.797995012,0.0,0,0,0
yellow,131.395056859,188.735255388,0.0,0,0,0
blue,131.395056859,194.735255388,0.0,0,0,0
yellow,135.491119003,188.672515763,0.0,0,0,0
blue,135.491119003,194.672515763,0.0,0,0,0
yellow,137.817813111,188.639379237,0.0,0,0,0
blue,137.817813111,194.639379237,0.0,0,0,0
yellow,139.268044642,188.644607594,0.0,0,0,0
blue,137.268044642,194.644607594,0.0,0,0,0
yellow,143.386005001,188.692427812,0.0,0,0,0
blue,141.900750045,194.69840534,0.0,0,0,0
yellow,147.503965359,188.74024803,0.0,0,0,0
blue,146.018710404,194.746225557,0.0,0,0,0
yellow,151.621925717,188.788068248,0.0,0,0,0
blue,150.136670762,194.794045775,0.0,0,0,0
yellow,155.739886076,188.835888466,0.0,0,0,0
blue,154.25463112,194.841865993,0.0,0,0,0
yellow,159.857846434,188.883708684,0.0,0,0,0
blue,158.372591479,194.889686211,0.0,0,0,0
yellow,163.975806792,188.931528902,0.0,0,0,0
blue,162.490551837,194.937506429,0.0,0,0,0
yellow,168.093767151,188.97934912,0.0,0,0,0
blue,166.608512195,194.985326647,0.0,0,0,0
yellow,172.211727509,189.027169338,0.0,0,0,0
blue,170.726472554,195.033146865,0.0,0,0,0
yellow,176.329687867,189.074989556,0.0,0,0,0
blue,174.844432912,195.080967083,0.0,0,0,0
yellow,180.447648226,189.122809773,0.0,0,0,0
blue,178.96239327,195.128787301,0.0,0,0,0
yellow,184.565608584,189.170629991,0.0,0,0,0
blue,183.080353629,195.176607519,0.0,0,0,0
yellow,188.683568942,189.218450209,0.0,0,0,0
blue,187.198313987,195.224427736,0.0,0,0,0
yellow,192.801529301,189.266270427,0.0,0,0,0
blue,191.316274345,195.272247954,0.0,0,0,0
yellow,196.919489659,189.314090645,0.0,0,0,0
blue,195.434234704,195.320068172,0.0,0,0,0
yellow,199.403652285,189.342938227,0.0,0,0,0
blue,197.403652285,195.342938227,0.0,0,0,0
blue,201.794336242,195.108023948,0.0,0,0,0
yellow,203.468304968,188.80879931,0.0,0,0,0
blue,206.523510663,194.26720061,0.0,0,0,0
yellow,207.301714888,187.204380496,0.0,0,0,0
blue,210.447365685,192.643688877,0.0,0,0,0
blue,214.338031164,189.855959728,0.0,0,0,0
yellow,211.018273528,185.345636277,0.0,0,0,0
blue,217.543273458,187.070488419,0.0,0,0,0
yellow,214.121462277,182.446904112,0.0,0,0,0
blue,220.199641082,182.757462669,0.0,0,0,0
yellow,216.294547879,178.935820907,0.0,0,0,0
blue,223.050108708,179.412392369,0.0,0,0,0
yellow,217.876340337,175.330433188,0.0,0,0,0
blue,223.876340337,177.330433188,0.0,0,0,0
yellow,219.228182464,171.553616437,0.0,0,0,0
blue,225.228182464,173.553616437,0.0,0,0,0
yellow,220.580024592,167.776799686,0.0,0,0,0
blue,226.580024592,169.776799686,0.0,0,0,0
yellow,221.931866719,163.999982935,0.0,0,0,0
blue,227.931866719,165.999982935,0.0,0,0,0
yellow,223.283708846,160.223166184,0.0,0,0,0
blue,229.283708846,162.223166184,0.0,0,0,0
yellow,224.635550974,156.446349434,0.0,0,0,0
blue,230.635550974,158.446349434,0.0,0,0,0
yellow,225.987393101,152.669532683,0.0,0,0,0
blue,231.987393101,154.669532683,0.0,0,0,0
yellow,227.339235228,148.892715932,0.0,0,0,0
blue,233.339235228,150.892715932,0.0,0,0,0
yellow,228.691077356,145.115899181,0.0,0,0,0
blue,234.691077356,147.115899181,0.0,0,0,0
yellow,230.042919483,141.33908243,0.0,0,0,0
blue,236.042919483,143.33908243,0.0,0,0,0
yellow,231.328543192,137.746209246,0.0,0,0,0
blue,237.328543192,139.746209246,0.0,0,0,0
blue,237.890042394,135.773774934,0.0,0,0,0
blue,237.579163527,131.764788158,0.0,0,0,0
yellow,231.570838875,133.732102681,0.0,0,0,0
blue,236.404493732,127.940994281,0.0,0,0,0
yellow,229.513361722,130.604749857,0.0,0,0,0
blue,233.513361722,124.604749857,0.0,0,0,0
yellow,226.888463214,126.363767067,0.0,0,0,0
blue,230.435625853,121.661985471,0.0,0,0,0
yellow,224.054906934,123.087419124,0.0,0,0,0
blue,229.414505869,117.544945885,0.0,0,0,0
yellow,222.772282014,118.55878514,0.0,0,0,0
blue,228.17749819,113.698538856,0.0,0,0,0
yellow,222.033421283,114.454135771,0.0,0,0,0
yellow,221.978241706,110.116482789,0.0,0,0,0
blue,228.005056327,109.699727707,0.0,0,0,0
yellow,222.581015928,105.989652908,0.0,0,0,0
blue,228.681814119,105.584383188,0.0,0,0,0
yellow,223.588534178,101.807220005,0.0,0,0,0
blue,230.445967917,101.904040201,0.0,0,0,0
yellow,226.470549603,98.0853818077,0.0,0,0,0
yellow,228.436476481,94.3875857227,0.0,0,0,0
blue,232.436476481,98.3875857227,0.0,0,0,0
yellow,231.402923854,91.4559903184,0.0,0,0,0
blue,235.402923854,95.4559903184,0.0,0,0,0
yellow,231.473700249,91.3965326505,0.0,0,0,0
blue,235.473700249,95.3965326505,0.0,0,0,0
yellow,234.587861656,88.7803952644,0.0,0,0,0
blue,238.587861656,92.7803952644,0.0,0,0,0
yellow,237.702023062,86.1642578784,0.0,0,0,0
blue,241.702023062,90.1642578784,0.0,0,0,0
yellow,240.816184468,83.5481204923,0.0,0,0,0
blue,244.816184468,87.5481204923,0.0,0,0,0
yellow,243.930345874,80.9319831063,0.0,0,0,0
blue,247.930345874,84.9319831063,0.0,0,0,0
yellow,247.044507281,78.3158457202,0.0,0,0,0
blue,251.044507281,82.3158457202,0.0,0,0,0
yellow,250.158668687,75.6997083341,0.0,0,0,0
blue,254.158668687,79.6997083341,0.0,0,0,0
yellow,253.272830093,73.0835709481,0.0,0,0,0
blue,257.272830093,77.0835709481,0.0,0,0,0
yellow,256.373104588,70.4790996457,0.0,0,0,0
blue,260.373104588,74.4790996457,0.0,0,0,0
yellow,259.260238667,67.4133559579,0.0,0,0,0
blue,263.260238667,71.4133559579,0.0,0,0,0
blue,265.790767511,68.0561612899,0.0,0,0,0
yellow,260.968171981,63.5041808906,0.0,0,0,0
blue,267.416577963,64.1714389158,0.0,0,0,0
blue,268.068946315,60.0784020164,0.0,0,0,0
yellow,262.145535177,59.3793950353,0.0,0,0,0
blue,268.215255163,55.9207042081,0.0,0,0,0
yellow,261.917087708,55.1260698111,0.0,0,0,0
blue,267.618458886,51.7519919665,0.0,0,0,0
blue,266.59206732,47.7621789153,0.0,0,0,0
yellow,260.29929476,51.1228348439,0.0,0,0,0
blue,263.904801721,44.6826966496,0.0,0,0,0
yellow,258.175426372,47.4672630244,0.0,0,0,0
blue,261.694788384,40.9539758368,0.0,0,0,0
yellow,255.033058954,44.663719809,0.0,0,0,0
blue,257.453809592,38.2650384963,0.0,0,0,0
blue,254.364035723,35.596693907,0.0,0,0,0
yellow,251.052753389,43.0889461975,0.0,0,0,0
blue,250.367983125,34.5886608949,0.0,0,0,0
yellow,247.834769691,42.1315031903,0.0,0,0,0
blue,247.834769691,34.1315031903,0.0,0,0,0
yellow,243.855658405,41.6230788831,0.0,0,0,0
blue,243.855658405,33.6230788831,0.0,0,0,0
yellow,239.876547118,41.1146545758,0.0,0,0,0
blue,239.876547118,33.1146545758,0.0,0,0,0
yellow,235.897435832,40.6062302686,0.0,0,0,0
blue,235.897435832,32.6062302686,0.0,0,0,0
yellow,231.918324546,40.0978059614,0.0,0,0,0
blue,231.918324546,32.0978059614,0.0,0,0,0
yellow,227.939213259,39.5893816542,0.0,0,0,0
blue,227.939213259,31.5893816542,0.0,0,0,0
yellow,223.960101973,39.0809573469,0.0,0,0,0
blue,223.960101973,31.0809573469,0.0,0,0,0
yellow,219.980990686,38.5725330397,0.0,0,0,0
blue,219.980990686,30.5725330397,0.0,0,0,0
yellow,216.0018794,38.0641087325,0.0,0,0,0
blue,216.0018794,30.0641087325,0.0,0,0,0
yellow,212.022768113,37.5556844252,0.0,0,0,0
blue,212.022768113,29.5556844252,0.0,0,0,0
