tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,232.523642062,19.2501268974,0.0,0,0,0
blue,230.523642062,11.2501268974,0.0,0,0,0
yellow,228.540420449,19.7045174745,0.0,0,0,0
blue,226.540420449,11.7045174745,0.0,0,0,0
yellow,224.557198836,20.1589080516,0.0,0,0,0
blue,222.557198836,12.1589080516,0.0,0,0,0
yellow,220.573977223,20.6132986288,0.0,0,0,0
blue,218.573977223,12.6132986288,0.0,0,0,0
yellow,216.59075561,21.0676892059,0.0,0,0,0
blue,214.59075561,13.0676892059,0.0,0,0,0
yellow,212.607533998,21.5220797831,0.0,0,0,0
blue,210.607533998,13.5220797831,0.0,0,0,0
yellow,208.624312385,21.9764703602,0.0,0,0,0
blue,206.624312385,13.9764703602,0.0,0,0,0
yellow,204.641090772,22.4308609374,0.0,0,0,0
blue,202.641090772,14.4308609374,0.0,0,0,0
yellow,200.719035669,22.8760462249,0.0,0,0,0
blue,198.719035669,14.8760462249,0.0,0,0,0
yellow,197.273560705,22.8959147339,0.0,0,0,0
blue,197.273560705,14.8959147339,0.0,0,0,0
yellow,193.15417744,22.6610269243,0.0,0,0,0
blue,193.15417744,14.6610269243,0.0,0,0,0
yellow,189.034794175,22.4261391147,0.0,0,0,0
blue,189.034794175,14.4261391147,0.0,0,0,0
yellow,184.91541091,22.1912513052,0.0,0,0,0
blue,184.91541091,14.1912513052,0.0,0,0,0
yellow,180.796027645,21.9563634956,0.0,0,0,0
blue,180.796027645,13.9563634956,0.0,0,0,0
yellow,176.67664438,21.721475686,0.0,0,0,0
blue,176.67664438,13.721475686,0.0,0,0,0
yellow,172.557261114,21.4865878765,0.0,0,0,0
blue,172.557261114,13.4865878765,0.0,0,0,0
yellow,168.437877849,21.2517000669,0.0,0,0,0
blue,168.437877849,13.2517000669,0.0,0,0,0
yellow,164.318494584,21.0168122573,0.0,0,0,0
blue,164.318494584,13.0168122573,0.0,0,0,0
yellow,160.199111319,20.7819244478,0.0,0,0,0
blue,160.199111319,12.7819244478,0.0,0,0,0
yellow,156.079728054,20.5470366382,0.0,0,0,0
blue,156.079728054,12.5470366382,0.0,0,0,0
yellow,151.960344789,20.3121488286,0.0,0,0,0
blue,151.960344789,12.3121488286,0.0,0,0,0
yellow,147.840961524,20.077261019,0.0,0,0,0
blue,147.840961524,12.077261019,0.0,0,0,0
yellow,143.721578259,19.8423732095,0.0,0,0,0
blue,143.721578259,11.8423732095,0.0,0,0,0
yellow,139.602194994,19.6074853999,0.0,0,0,0
blue,139.602194994,11.6074853999,0.0,0,0,0
yellow,135.482811729,19.3725975903,0.0,0,0,0
blue,135.482811729,11.3725975903,0.0,0,0,0
yellow,131.363428464,19.1377097808,0.0,0,0,0
blue,131.363428464,11.1377097808,0.0,0,0,0
yellow,127.244045199,18.9028219712,0.0,0,0,0
blue,127.244045199,10.9028219712,0.0,0,0,0
yellow,123.124661934,18.6679341616,0.0,0,0,0
blue,123.124661934,10.6679341616,0.0,0,0,0
yellow,119.005278668,18.4330463521,0.0,0,0,0
blue,119.005278668,10.4330463521,0.0,0,0,0
yellow,117.213439047,18.3308754064,0.0,0,0,0
blue,117.213439047,10.3308754064,0.0,0,0,0
blue,112.86209215,10.4107375225,0.0,0,0,0
yellow,113.199350873,18.6307198587,0.0,0,0,0
blue,108.745517301,11.1827871507,0.0,0,0,0
yellow,109.365253657,19.9954509719,0.0,0,0,0
blue,104.592980504,12.3227063263,0.0,0,0,0
yellow,105.283268794,21.1288862823,0.0,0,0,0
blue,101.283268794,15.1288862823,0.0,0,0,0
blue,97.6189139742,17.1633683728,0.0,0,0,0
yellow,102.403030397,24.3186726219,0.0,0,0,0
blue,94.742334348,20.2076316289,0.0,0,0,0
yellow,99.2943324186,27.264174337,0.0,0,0,0
blue,91.8619061844,23.9828602505,0.0,0,0,0
yellow,98.2459391055,31.3894902623,0.0,0,0,0
blue,90.1008840294,27.7829984175,0.0,0,0,0
yellow,98.0612427775,31.8905379558,0.0,0,0,0
blue,90.0612427775,27.8905379558,0.0,0,0,0
yellow,96.6737989601,35.6544217956,0.0,0,0,0
blue,88.6737989601,31.6544217956,0.0,0,0,0
yellow,95.2863551428,39.4183056355,0.0,0,0,0
blue,87.2863551428,35.4183056355,0.0,0,0,0
yellow,93.8989113254,43.1821894753,0.0,0,0,0
blue,85.8989113254,39.1821894753,0.0,0,0,0
yellow,92.5114675081,46.9460733152,0.0,0,0,0
blue,84.5114675081,42.9460733152,0.0,0,0,0
