tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,192.272682917,252.497582471,0.0,0,0,0
blue,192.272682917,244.497582471,0.0,0,0,0
yellow,188.290289895,252.058678647,0.0,0,0,0
blue,188.290289895,244.058678647,0.0,0,0,0
yellow,184.307896872,251.619774823,0.0,0,0,0
blue,184.307896872,243.619774823,0.0,0,0,0
yellow,180.32550385,251.180871,0.0,0,0,0
blue,180.32550385,243.180871,0.0,0,0,0
yellow,178.545442377,250.98819398,0.0,0,0,0
blue,178.545442377,242.98819398,0.0,0,0,0
yellow,176.60182003,250.915195756,0.0,0,0,0
blue,174.60182003,242.915195756,0.0,0,0,0
yellow,172.477021654,251.017807291,0.0,0,0,0
blue,170.477021654,243.017807291,0.0,0,0,0
yellow,168.352223279,251.120418825,0.0,0,0,0
blue,166.352223279,243.120418825,0.0,0,0,0
yellow,164.227424903,251.22303036,0.0,0,0,0
blue,162.227424903,243.22303036,0.0,0,0,0
yellow,160.102626527,251.325641894,0.0,0,0,0
blue,158.102626527,243.325641894,0.0,0,0,0
yellow,155.977828151,251.428253429,0.0,0,0,0
blue,153.977828151,243.428253429,0.0,0,0,0
yellow,151.853029775,251.530864964,0.0,0,0,0
blue,149.853029775,243.530864964,0.0,0,0,0
yellow,147.7282314,251.633476498,0.0,0,0,0
blue,145.7282314,243.633476498,0.0,0,0,0
yellow,143.603433024,251.736088033,0.0,0,0,0
blue,141.603433024,243.736088033,0.0,0,0,0
yellow,139.478634648,251.838699567,0.0,0,0,0
blue,137.478634648,243.838699567,0.0,0,0,0
yellow,135.353836272,251.941311102,0.0,0,0,0
blue,133.353836272,243.941311102,0.0,0,0,0
yellow,131.229037897,252.043922636,0.0,0,0,0
blue,129.229037897,244.043922636,0.0,0,0,0
yellow,127.104239521,252.146534171,0.0,0,0,0
blue,125.104239521,244.146534171,0.0,0,0,0
yellow,122.979441145,252.249145705,0.0,0,0,0
blue,120.979441145,244.249145705,0.0,0,0,0
yellow,118.854642769,252.35175724,0.0,0,0,0
blue,116.854642769,244.35175724,0.0,0,0,0
yellow,114.729844394,252.454368775,0.0,0,0,0
blue,112.729844394,244.454368775,0.0,0,0,0
yellow,110.605046018,252.556980309,0.0,0,0,0
blue,108.605046018,244.556980309,0.0,0,0,0
yellow,106.480247642,252.659591844,0.0,0,0,0
blue,104.480247642,244.659591844,0.0,0,0,0
yellow,102.355449266,252.762203378,0.0,0,0,0
blue,100.355449266,244.762203378,0.0,0,0,0
yellow,98.2306508905,252.864814913,0.0,0,0,0
blue,96.2306508905,244.864814913,0.0,0,0,0
yellow,96.6456146892,252.904245445,0.0,0,0,0
blue,94.6456146892,244.904245445,0.0,0,0,0
yellow,92.5246951731,252.531903134,0.0,0,0,0
blue,90.7983452252,243.445974433,0.0,0,0,0
yellow,88.6153014425,251.34269939,0.0,0,0,0
yellow,85.4277080603,248.716146519,0.0,0,0,0
blue,87.7925706647,240.802373985,0.0,0,0,0
yellow,82.3436661737,245.091788116,0.0,0,0,0
yellow,82.2850836015,244.993277897,0.0,0,0,0
blue,88.2850836015,240.993277897,0.0,0,0,0
yellow,80.2346935741,241.545420208,0.0,0,0,0
blue,86.0003632852,237.151379329,0.0,0,0,0
yellow,78.1843035467,238.097562519,0.0,0,0,0
blue,83.9499732579,233.70352164,0.0,0,0,0
yellow,76.1339135193,234.64970483,0.0,0,0,0
blue,81.8995832305,230.255663952,0.0,0,0,0
yellow,74.0835234919,231.201847142,0.0,0,0,0
blue,79.8491932031,226.807806263,0.0,0,0,0
yellow,72.0331334646,227.753989453,0.0,0,0,0
blue,77.7988031757,223.359948574,0.0,0,0,0
yellow,69.9827434372,224.306131764,0.0,0,0,0
blue,75.7484131483,219.912090886,0.0,0,0,0
yellow,67.9323534098,220.858274075,0.0,0,0,0
blue,73.6980231209,216.464233197,0.0,0,0,0
yellow,65.8819633824,217.410416387,0.0,0,0,0
blue,71.6476330936,213.016375508,0.0,0,0,0
yellow,63.831573355,213.962558698,0.0,0,0,0
blue,69.5972430662,209.568517819,0.0,0,0,0
yellow,61.866731992,210.657291155,0.0,0,0,0
blue,67.866731992,206.657291155,0.0,0,0,0
yellow,60.1460110869,207.019813711,0.0,0,0,0
blue,66.1460110869,203.019813711,0.0,0,0,0
yellow,59.2493166783,203.070829691,0.0,0,0,0
blue,64.8878659649,199.21783585,0.0,0,0,0
yellow,58.6539060164,199.091180368,0.0,0,0,0
blue,64.6373159383,195.197409398,0.0,0,0,0
yellow,58.6444339903,195.071717945,0.0,0,0,0
blue,65.1870580575,191.21119488,0.0,0,0,0
yellow,59.2148649323,191.088411388,0.0,0,0,0
yellow,60.093040003,187.133859618,0.0,0,0,0
yellow,60.4025714417,186.327646457,0.0,0,0,0
blue,66.4025714417,188.327646457,0.0,0,0,0
blue,67.1357833922,184.380458724,0.0,0,0,0
yellow,61.167544093,182.343600717,0.0,0,0,0
blue,67.167544093,180.343600717,0.0,0,0,0
blue,66.4961315631,176.381722848,0.0,0,0,0
yellow,59.6370307964,178.459965566,0.0,0,0,0
blue,63.8970573495,173.266547742,0.0,0,0,0
yellow,58.2668762709,176.348323105,0.0,0,0,0
blue,62.2668762709,170.348323105,0.0,0,0,0
yellow,55.3641061809,173.410685146,0.0,0,0,0
blue,59.3641061809,167.410685146,0.0,0,0,0
yellow,52.4613360909,170.473047186,0.0,0,0,0
blue,56.4613360909,164.473047186,0.0,0,0,0
yellow,49.5585660008,167.535409227,0.0,0,0,0
blue,53.5585660008,161.535409227,0.0,0,0,0
yellow,46.6557959108,164.597771268,0.0,0,0,0
blue,50.6557959108,158.597771268,0.0,0,0,0
yellow,43.7530258208,161.660133309,0.0,0,0,0
blue,47.7530258208,155.660133309,0.0,0,0,0
yellow,40.8502557308,158.72249535,0.0,0,0,0
blue,44.8502557308,152.72249535,0.0,0,0,0
yellow,37.9474856408,155.78485739,0.0,0,0,0
blue,41.9474856408,149.78485739,0.0,0,0,0
yellow,35.0447155507,152.847219431,0.0,0,0,0
blue,39.0447155507,146.847219431,0.0,0,0,0
yellow,32.1419454607,149.909581472,0.0,0,0,0
blue,36.1419454607,143.909581472,0.0,0,0,0
yellow,29.2391753707,146.971943513,0.0,0,0,0
blue,33.2391753707,140.971943513,0.0,0,0,0
yellow,26.3364052807,144.034305553,0.0,0,0,0
blue,30.3364052807,138.034305553,0.0,0,0,0
yellow,23.4336351906,141.096667594,0.0,0,0,0
blue,27.4336351906,135.096667594,0.0,0,0,0
yellow,20.5308651006,138.159029635,0.0,0,0,0
blue,24.5308651006,132.159029635,0.0,0,0,0
yellow,17.6280950106,135.221391676,0.0,0,0,0
blue,21.6280950106,129.221391676,0.0,0,0,0
yellow,14.7253249206,132.283753716,0.0,0,0,0
blue,18.7253249206,126.283753716,0.0,0,0,0
yellow,14.0644925448,131.614983469,0.0,0,0,0
blue,18.0644925448,125.614983469,0.0,0,0,0
yellow,11.5410247198,127.498849101,0.0,0,0,0
blue,15.1056941601,122.82410816,0.0,0,0,0
yellow,8.77837968075,124.348760025,0.0,0,0,0
blue,14.1627689488,118.865741326,0.0,0,0,0
yellow,7.54543176674,119.956147733,0.0,0,0,0
blue,12.9204499548,114.808228925,0.0,0,0,0
yellow,6.83530923543,116.009768474,0.0,0,0,0
yellow,6.78245374567,111.800843206,0.0,0,0,0
blue,12.8814229891,110.60051685,0.0,0,0,0
yellow,7.36222154278,107.833217648,0.0,0,0,0
blue,13.6739268566,106.669852671,0.0,0,0,0
yellow,8.33106725735,103.773588085,0.0,0,0,0
blue,15.7278404703,102.884121062,0.0,0,0,0
yellow,11.1407130515,100.195409028,0.0,0,0,0
yellow,13.0309738035,96.6017804171,0.0,0,0,0
blue,18.1107349401,99.4133205222,0.0,0,0,0
yellow,15.8831793898,93.7834286729,0.0,0,0,0
blue,21.1577960291,96.806866613,0.0,0,0,0
yellow,19.4991924412,91.9242700463,0.0,0,0,0
yellow,22.7251903582,89.3047280855,0.0,0,0,0
blue,25.0987232315,95.1574759581,0.0,0,0,0
yellow,26.778940078,88.3175058549,0.0,0,0,0
blue,29.144881017,93.8698114939,0.0,0,0,0
yellow,30.0565121898,87.7653548988,0.0,0,0,0
blue,30.0565121898,93.7653548988,0.0,0,0,0
yellow,34.0453606175,87.3400195873,0.0,0,0,0
blue,34.0453606175,93.3400195873,0.0,0,0,0
yellow,38.0342090452,86.9146842759,0.0,0,0,0
blue,38.0342090452,92.9146842759,0.0,0,0,0
yellow,42.0230574728,86.4893489644,0.0,0,0,0
blue,42.0230574728,92.4893489644,0.0,0,0,0
yellow,46.0119059005,86.064013653,0.0,0,0,0
blue,46.0119059005,92.064013653,0.0,0,0,0
yellow,50.0007543282,85.6386783415,0.0,0,0,0
blue,50.0007543282,91.6386783415,0.0,0,0,0
yellow,53.9896027559,85.21334303,0.0,0,0,0
blue,53.9896027559,91.21334303,0.0,0,0,0
yellow,57.9784511836,84.7880077186,0.0,0,0,0
blue,57.9784511836,90.7880077186,0.0,0,0,0
yellow,61.9672996113,84.3626724071,0.0,0,0,0
blue,61.9672996113,90.3626724071,0.0,0,0,0
yellow,65.956148039,83.9373370956,0.0,0,0,0
blue,65.956148039,89.9373370956,0.0,0,0,0
yellow,69.7837918072,83.5296916442,0.0,0,0,0
blue,69.7837918072,89.5296916442,0.0,0,0,0
yellow,73.7262394633,82.7564428994,0.0,0,0,0
blue,73.7262394633,88.7564428994,0.0,0,0,0
blue,77.61224721,87.6749949382,0.0,0,0,0
yellow,77.2826343409,80.8188944015,0.0,0,0,0
blue,80.5948416152,85.0090823821,0.0,0,0,0
blue,84.1286363642,83.0289801352,0.0,0,0,0
yellow,80.6176391365,78.5701780576,0.0,0,0,0
blue,86.8361213167,80.0607597298,0.0,0,0,0
yellow,83.2315062984,75.5191936915,0.0,0,0,0
blue,89.2805020315,76.8825265285,0.0,0,0,0
yellow,84.7071699848,71.932715025,0.0,0,0,0
blue,90.7071699848,73.932715025,0.0,0,0,0
yellow,87.4544982274,68.7697200872,0.0,0,0,0
blue,92.6601291299,70.2075837795,0.0,0,0,0
yellow,89.5542400581,65.2421407079,0.0,0,0,0
blue,95.8032445402,67.320558209,0.0,0,0,0
yellow,93.3432408678,62.9444968175,0.0,0,0,0
yellow,96.5288158203,60.2386817084,0.0,0,0,0
blue,99.7617251572,65.7788456034,0.0,0,0,0
yellow,100.664961978,59.2577838798,0.0,0,0,0
blue,103.925855048,64.8526300024,0.0,0,0,0
yellow,105.91282689,58.8457950266,0.0,0,0,0
yellow,106.684881144,58.8761417693,0.0,0,0,0
blue,104.684881144,64.8761417693,0.0,0,0,0
yellow,110.691925654,59.0643337036,0.0,0,0,0
blue,108.691925654,65.0643337036,0.0,0,0,0
yellow,114.698970163,59.2525256379,0.0,0,0,0
blue,112.698970163,65.2525256379,0.0,0,0,0
yellow,118.706014673,59.4407175722,0.0,0,0,0
blue,116.706014673,65.4407175722,0.0,0,0,0
yellow,122.713059183,59.6289095065,0.0,0,0,0
blue,120.713059183,65.6289095065,0.0,0,0,0
yellow,126.720103692,59.8171014408,0.0,0,0,0
blue,124.720103692,65.8171014408,0.0,0,0,0
yellow,130.727148202,60.0052933751,0.0,0,0,0
blue,128.727148202,66.0052933751,0.0,0,0,0
yellow,134.734192712,60.1934853094,0.0,0,0,0
blue,132.734192712,66.1934853094,0.0,0,0,0
yellow,138.741237221,60.3816772437,0.0,0,0,0
blue,136.741237221,66.3816772437,0.0,0,0,0
yellow,142.748281731,60.569869178,0.0,0,0,0
blue,140.748281731,66.569869178,0.0,0,0,0
yellow,146.635969099,60.7530254385,0.0,0,0,0
blue,144.635969099,66.7530254385,0.0,0,0,0
blue,148.698541304,66.5759146557,0.0,0,0,0
yellow,150.552878931,59.7977192267,0.0,0,0,0
blue,152.655126603,65.7577947957,0.0,0,0,0
blue,156.734622174,63.0862286381,0.0,0,0,0
yellow,154.181101235,57.9093974401,0.0,0,0,0
blue,159.672280049,60.3011037334,0.0,0,0,0
blue,162.116000327,57.1018861183,0.0,0,0,0
yellow,156.412620665,54.513930842,0.0,0,0,0
blue,163.264904352,53.2574641591,0.0,0,0,0
yellow,157.753588425,50.6724933204,0.0,0,0,0
blue,163.820099714,49.2476620899,0.0,0,0,0
blue,163.487276674,45.1980808786,0.0,0,0,0
yellow,157.36016151,46.6642074789,0.0,0,0,0
blue,162.519672779,41.2869883958,0.0,0,0,0
blue,160.154109008,37.9114640186,0.0,0,0,0
yellow,155.486194552,43.0407320245,0.0,0,0,0
blue,157.375179354,34.9679449512,0.0,0,0,0
yellow,152.712991587,39.8148794309,0.0,0,0,0
blue,154.712991587,33.8148794309,0.0,0,0,0
yellow,149.212867354,37.799866062,0.0,0,0,0
blue,152.139602722,30.6026530063,0.0,0,0,0
yellow,147.201262691,34.2969983596,0.0,0,0,0
yellow,144.680525554,31.1696645587,0.0,0,0,0
blue,150.512895638,26.6603577438,0.0,0,0,0
yellow,143.954085975,27.0418561255,0.0,0,0,0
yellow,143.913041297,22.8310594345,0.0,0,0,0
blue,149.940848441,22.564402616,0.0,0,0,0
yellow,144.559288936,18.6857034857,0.0,0,0,0
blue,151.358472248,18.6972895252,0.0,0,0,0
yellow,147.14033814,15.29233337,0.0,0,0,0
yellow,149.132829575,11.774223377,0.0,0,0,0
blue,153.711997222,15.2162469207,0.0,0,0,0
yellow,152.617540574,9.74023436268,0.0,0,0,0
blue,157.479607691,13.2843937553,0.0,0,0,0
yellow,155.731098472,7.1914879811,0.0,0,0,0
yellow,159.852260487,6.43700290023,0.0,0,0,0
blue,161.455526876,12.3155411565,0.0,0,0,0
yellow,164.062559423,6.36714021874,0.0,0,0,0
yellow,168.213589292,6.98512955497,0.0,0,0,0
blue,165.474136993,13.4399250647,0.0,0,0,0
yellow,171.621013984,9.53565665821,0.0,0,0,0
yellow,174.332059776,10.7608059493,0.0,0,0,0
blue,168.332059776,14.7608059493,0.0,0,0,0
yellow,177.567724193,13.3210728387,0.0,0,0,0
blue,171.567724193,17.3210728387,0.0,0,0,0
yellow,180.803388611,15.881339728,0.0,0,0,0
blue,174.803388611,19.881339728,0.0,0,0,0
yellow,184.039053028,18.4416066174,0.0,0,0,0
blue,178.039053028,22.4416066174,0.0,0,0,0
yellow,187.274717446,21.0018735067,0.0,0,0,0
blue,181.274717446,25.0018735067,0.0,0,0,0
yellow,190.510381863,23.5621403961,0.0,0,0,0
blue,184.510381863,27.5621403961,0.0,0,0,0
yellow,193.746046281,26.1224072855,0.0,0,0,0
blue,187.746046281,30.1224072855,0.0,0,0,0
yellow,196.981710698,28.6826741748,0.0,0,0,0
blue,190.981710698,32.6826741748,0.0,0,0,0
yellow,200.217375116,31.2429410642,0.0,0,0,0
blue,194.217375116,35.2429410642,0.0,0,0,0
yellow,203.453039533,33.8032079536,0.0,0,0,0
blue,197.453039533,37.8032079536,0.0,0,0,0
yellow,206.688703951,36.3634748429,0.0,0,0,0
blue,200.688703951,40.3634748429,0.0,0,0,0
yellow,209.924368368,38.9237417323,0.0,0,0,0
