tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,120.542989417,189.024355796,0.0,0,0,0
blue,120.542989417,195.024355796,0.0,0,0,0
yellow,124.633635011,188.452980579,0.0,0,0,0
blue,124.633635011,194.452980579,0.0,0,0,0
yellow,128.724280606,187.881605361,0.0,0,0,0
blue,128.724280606,193.881605361,0.0,0,0,0
yellow,132.814926201,187.310230144,0.0,0,0,0
blue,132.814926201,193.310230144,0.0,0,0,0
yellow,136.905571795,186.738854926,0.0,0,0,0
blue,136.905571795,192.738854926,0.0,0,0,0
yellow,140.99621739,186.167479708,0.0,0,0,0
blue,140.99621739,192.167479708,0.0,0,0,0
yellow,145.086862985,185.596104491,0.0,0,0,0
blue,145.086862985,191.596104491,0.0,0,0,0
yellow,149.177508579,185.024729273,0.0,0,0,0
blue,149.177508579,191.024729273,0.0,0,0,0
yellow,153.268154174,184.453354056,0.0,0,0,0
blue,153.268154174,190.453354056,0.0,0,0,0
yellow,157.358799769,183.881978838,0.0,0,0,0
blue,157.358799769,189.881978838,0.0,0,0,0
yellow,161.449445363,183.310603621,0.0,0,0,0
blue,161.449445363,189.310603621,0.0,0,0,0
yellow,162.616326295,183.149838149,0.0,0,0,0
blue,162.616326295,189.149838149,0.0,0,0,0
yellow,166.756304773,183.128723158,0.0,0,0,0
blue,164.756304773,189.128723158,0.0,0,0,0
yellow,170.813886161,183.476980096,0.0,0,0,0
blue,168.813886161,189.476980096,0.0,0,0,0
yellow,174.871467548,183.825237034,0.0,0,0,0
blue,172.871467548,189.825237034,0.0,0,0,0
yellow,178.929048936,184.173493972,0.0,0,0,0
blue,176.929048936,190.173493972,0.0,0,0,0
yellow,182.986630323,184.52175091,0.0,0,0,0
blue,180.986630323,190.52175091,0.0,0,0,0
yellow,187.044211711,184.870007848,0.0,0,0,0
blue,185.044211711,190.870007848,0.0,0,0,0
yellow,191.101793099,185.218264786,0.0,0,0,0
blue,189.101793099,191.218264786,0.0,0,0,0
yellow,195.159374486,185.566521724,0.0,0,0,0
