tag,x,y,direction,x_variance,y_variance,xy_covariance
yellow,68.7308495153,28.7389374945,0.0,0,0,0
blue,64.7308495153,20.7389374945,0.0,0,0,0
yellow,64.9747202213,30.2680841811,0.0,0,0,0
blue,60.9747202213,22.2680841811,0.0,0,0,0
yellow,61.2185909273,31.7972308677,0.0,0,0,0
blue,57.2185909273,23.7972308677,0.0,0,0,0
yellow,57.4624616333,33.3263775542,0.0,0,0,0
blue,53.4624616333,25.3263775542,0.0,0,0,0
yellow,53.7063323392,34.8555242408,0.0,0,0,0
blue,49.7063323392,26.8555242408,0.0,0,0,0
yellow,49.9502030452,36.3846709274,0.0,0,0,0
blue,45.9502030452,28.3846709274,0.0,0,0,0
yellow,46.1940737512,37.913817614,0.0,0,0,0
blue,42.1940737512,29.913817614,0.0,0,0,0
yellow,42.6686141724,39.3479018915,0.0,0,0,0
blue,38.6686141724,31.3479018915,0.0,0,0,0
yellow,38.1013725506,39.791744239,0.0,0,0,0
yellow,34.1332477467,39.0032637155,0.0,0,0,0
yellow,31.1247285999,36.3438733422,0.0,0,0,0
blue,34.8374143426,29.9635050611,0.0,0,0,0
yellow,28.8764731067,31.9248468573,0.0,0,0,0
yellow,28.7197264986,31.2064591261,0.0,0,0,0
blue,34.7197264986,29.2064591261,0.0,0,0,0
yellow,28.0361408404,27.2525111445,0.0,0,0,0
blue,34.0361408404,25.2525111445,0.0,0,0,0
yellow,27.4735620483,23.9984825487,0.0,0,0,0
blue,33.4735620483,21.9984825487,0.0,0,0,0
blue,32.4198530948,17.9496803788,0.0,0,0,0
blue,29.893906439,14.7711090543,0.0,0,0,0
yellow,25.4987665511,20.3583633928,0.0,0,0,0
blue,26.3887400329,11.7389578523,0.0,0,0,0
blue,22.3887362125,10.5534308355,0.0,0,0,0
yellow,21.8283710302,18.4416928632,0.0,0,0,0
blue,18.3611302387,10.3102995883,0.0,0,0,0
blue,14.388680887,10.9348438927,0.0,0,0,0
yellow,17.8575464526,19.145534957,0.0,0,0,0
blue,10.8689728957,13.2638257421,0.0,0,0,0
yellow,14.5589816665,21.5153669366,0.0,0,0,0
blue,8.2275886971,16.9808486354,0.0,0,0,0
blue,5.80382604681,21.0836860864,0.0,0,0,0
yellow,13.4298634093,25.5259582378,0.0,0,0,0
blue,5.42510658825,25.0973354203,0.0,0,0,0
yellow,13.4333542603,25.396316674,0.0,0,0,0
blue,5.43335426034,25.396316674,0.0,0,0,0
blue,5.54416688932,29.413316669,0.0,0,0,0
yellow,13.5501567612,29.6304518038,0.0,0,0,0
blue,5.65497951831,33.4303166639,0.0,0,0,0
yellow,13.6609693901,33.6474517988,0.0,0,0,0
blue,5.76579214729,37.4473166589,0.0,0,0,0
yellow,13.7717820191,37.6644517938,0.0,0,0,0
blue,5.87660477627,41.4643166539,0.0,0,0,0
yellow,13.8825946481,41.6814517888,0.0,0,0,0
blue,5.98741740525,45.4813166489,0.0,0,0,0
yellow,13.9934072771,45.6984517838,0.0,0,0,0
blue,6.09823003423,49.4983166439,0.0,0,0,0
yellow,14.1042199061,49.7154517787,0.0,0,0,0
blue,6.20904266322,53.5153166388,0.0,0,0,0
yellow,14.2150325351,53.7324517737,0.0,0,0,0
blue,6.3198552922,57.5323166338,0.0,0,0,0
yellow,14.325845164,57.7494517687,0.0,0,0,0
blue,6.43066792118,61.5493166288,0.0,0,0,0
yellow,14.436657793,61.7664517637,0.0,0,0,0
yellow,14.4849624462,63.3834929772,0.0,0,0,0
blue,6.48496244618,63.3834929772,0.0,0,0,0
blue,7.06385242481,67.4074441706,0.0,0,0,0
yellow,15.8900849343,67.2901505977,0.0,0,0,0
blue,9.66257662921,71.5056530017,0.0,0,0,0
blue,13.6246236926,74.3339713547,0.0,0,0,0
yellow,18.8744925653,70.0495252058,0.0,0,0,0
blue,17.7933350619,76.7879607977,0.0,0,0,0
yellow,21.5908238449,71.1510975715,0.0,0,0,0
blue,19.5908238449,77.1510975715,0.0,0,0,0
yellow,25.6959602794,71.7420185023,0.0,0,0,0
blue,23.6959602794,77.7420185023,0.0,0,0,0
yellow,29.801096714,72.3329394331,0.0,0,0,0
blue,27.801096714,78.3329394331,0.0,0,0,0
yellow,33.9062331486,72.9238603638,0.0,0,0,0
blue,31.9062331486,78.9238603638,0.0,0,0,0
yellow,38.0113695832,73.5147812946,0.0,0,0,0
blue,36.0113695832,79.5147812946,0.0,0,0,0
yellow,42.1165060177,74.1057022253,0.0,0,0,0
blue,40.1165060177,80.1057022253,0.0,0,0,0
yellow,46.2216424523,74.6966231561,0.0,0,0,0
blue,44.2216424523,80.6966231561,0.0,0,0,0
yellow,50.3267788869,75.2875440869,0.0,0,0,0
blue,48.3267788869,81.2875440869,0.0,0,0,0
yellow,54.4319153214,75.8784650176,0.0,0,0,0
blue,52.4319153214,81.8784650176,0.0,0,0,0
yellow,58.537051756,76.4693859484,0.0,0,0,0
blue,56.537051756,82.4693859484,0.0,0,0,0
yellow,62.6421881906,77.0603068792,0.0,0,0,0
blue,60.6421881906,83.0603068792,0.0,0,0,0
yellow,66.7473246252,77.6512278099,0.0,0,0,0
blue,64.7473246252,83.6512278099,0.0,0,0,0
yellow,70.8524610597,78.2421487407,0.0,0,0,0
blue,68.8524610597,84.2421487407,0.0,0,0,0
yellow,74.9575974943,78.8330696714,0.0,0,0,0
blue,72.9575974943,84.8330696714,0.0,0,0,0
yellow,79.0627339289,79.4239906022,0.0,0,0,0
blue,77.0627339289,85.4239906022,0.0,0,0,0
yellow,83.1678703635,80.014911533,0.0,0,0,0
blue,81.1678703635,86.014911533,0.0,0,0,0
yellow,86.6727438016,80.5167555955,0.0,0,0,0
blue,84.6727438016,86.5167555955,0.0,0,0,0
blue,88.7392055025,86.29417373,0.0,0,0,0
blue,92.268672669,84.1295176951,0.0,0,0,0
yellow,90.5049281997,79.0865901659,0.0,0,0,0
blue,95.4314922486,80.9443537387,0.0,0,0,0
yellow,91.6396794576,78.6207696581,0.0,0,0,0
blue,95.6396794576,80.6207696581,0.0,0,0,0
yellow,93.8132341352,75.1908622092,0.0,0,0,0
blue,97.8132341352,77.1908622092,0.0,0,0,0
yellow,95.9867888128,71.7609547603,0.0,0,0,0
blue,99.9867888128,73.7609547603,0.0,0,0,0
yellow,98.1603434904,68.3310473114,0.0,0,0,0
blue,102.16034349,70.3310473114,0.0,0,0,0
yellow,100.333898168,64.9011398625,0.0,0,0,0
blue,104.333898168,66.9011398625,0.0,0,0,0
yellow,102.507452846,61.4712324136,0.0,0,0,0
blue,106.507452846,63.4712324136,0.0,0,0,0
yellow,104.681007523,58.0413249647,0.0,0,0,0
blue,108.681007523,60.0413249647,0.0,0,0,0
yellow,106.854562201,54.6114175158,0.0,0,0,0
blue,110.854562201,56.6114175158,0.0,0,0,0
yellow,108.456206874,52.0837737754,0.0,0,0,0
blue,112.456206874,54.0837737754,0.0,0,0,0
yellow,110.659138943,48.7408724009,0.0,0,0,0
yellow,114.261450499,46.8500771828,0.0,0,0,0
blue,116.282231295,52.3910385154,0.0,0,0,0
blue,120.327699244,49.5856364625,0.0,0,0,0
yellow,117.652611898,44.5549340829,0.0,0,0,0
blue,123.409300781,46.88474202,0.0,0,0,0
yellow,120.505531513,41.6135146131,0.0,0,0,0
blue,125.495290444,43.2577424371,0.0,0,0,0
blue,128.206842135,40.1585582842,0.0,0,0,0
yellow,122.281987089,37.9877983382,0.0,0,0,0
blue,129.27109083,36.1741517878,0.0,0,0,0
yellow,123.711791977,34.1706889051,0.0,0,0,0
blue,129.952278185,32.1334733038,0.0,0,0,0
yellow,123.940288244,30.1510599583,0.0,0,0,0
blue,129.925279704,27.9651017183,0.0,0,0,0
yellow,123.226634644,26.1159890342,0.0,0,0,0
blue,129.175333019,23.9366182827,0.0,0,0,0
blue,128.060380822,19.9707812978,0.0,0,0,0
yellow,121.290285249,22.4792405691,0.0,0,0,0
blue,125.296263671,16.9012141817,0.0,0,0,0
blue,123.16580954,13.3101439626,0.0,0,0,0
yellow,118.903887335,19.044405687,0.0,0,0,0
blue,119.03862885,10.6621560942,0.0,0,0,0
yellow,116.100335442,16.0519795524,0.0,0,0,0
blue,115.962836818,7.90891481666,0.0,0,0,0
yellow,112.060142357,15.1422109539,0.0,0,0,0
blue,111.993072005,6.8044672709,0.0,0,0,0
yellow,108.147832834,14.0848082619,0.0,0,0,0
blue,107.961959347,6.06878421772,0.0,0,0,0
blue,103.793512046,6.05300045014,0.0,0,0,0
yellow,104.125424117,14.2406799508,0.0,0,0,0
blue,99.7552699563,6.74848563734,0.0,0,0,0
yellow,100.288138776,15.6006637157,0.0,0,0,0
blue,95.8505403849,7.78110015665,0.0,0,0,0
yellow,96.5247926127,17.1524171076,0.0,0,0,0
blue,92.0871942216,9.33285354855,0.0,0,0,0
yellow,92.7614464494,18.7041704995,0.0,0,0,0
blue,88.3238480584,10.8846069405,0.0,0,0,0
yellow,88.9981002862,20.2559238914,0.0,0,0,0
blue,84.5605018951,12.4363603324,0.0,0,0,0
yellow,85.2347541229,21.8076772833,0.0,0,0,0
blue,80.7971557318,13.9881137243,0.0,0,0,0
yellow,81.4714079597,23.3594306752,0.0,0,0,0
blue,77.0338095686,15.5398671162,0.0,0,0,0
yellow,77.7080617964,24.9111840671,0.0,0,0,0
blue,73.2704634053,17.0916205081,0.0,0,0,0
yellow,73.9447156331,26.462937459,0.0,0,0,0
blue,69.5071172421,18.6433739,0.0,0,0,0
yellow,70.1813694699,28.0146908509,0.0,0,0,0
blue,65.7437710788,20.1951272919,0.0,0,0,0
big_orange,70.9589141623,27.9743641512,0.0,0,0,0
big_orange,70.2589141623,27.9743641512,0.0,0,0,0
big_orange,66.9589141623,19.9743641512,0.0,0,0,0
big_orange,66.2589141623,19.9743641512,0.0,0,0,0
inactive_noise,5.0,13.0,0.0,0,0,0
inactive_noise,5.0,36.0,0.0,0,0,0
inactive_noise,5.0,59.0,0.0,0,0,0
inactive_noise,6.0,29.0,0.0,0,0,0
inactive_noise,9.0,72.0,0.0,0,0,0
inactive_noise,10.0,74.0,0.0,0,0,0
inactive_noise,13.0,42.0,0.0,0,0,0
inactive_noise,14.0,50.0,0.0,0,0,0
inactive_noise,15.0,61.0,0.0,0,0,0
inactive_noise,16.0,30.0,0.0,0,0,0
inactive_noise,17.0,63.0,0.0,0,0,0
inactive_noise,17.0,86.0,0.0,0,0,0
inactive_noise,18.0,7.0,0.0,0,0,0
inactive_noise,20.0,23.0,0.0,0,0,0
inactive_noise,22.0,6.0,0.0,0,0,0
inactive_noise,23.0,53.0,0.0,0,0,0
inactive_noise,24.0,32.0,0.0,0,0,0
inactive_noise,28.0,29.0,0.0,0,0,0
inactive_noise,30.0,34.0,0.0,0,0,0
inactive_noise,30.0,37.0,0.0,0,0,0
inactive_noise,30.0,58.0,0.0,0,0,0
inactive_noise,31.0,48.0,0.0,0,0,0
inactive_noise,33.0,44.0,0.0,0,0,0
inactive_noise,41.0,27.0,0.0,0,0,0
inactive_noise,41.0,31.0,0.0,0,0,0
inactive_noise,45.0,38.0,0.0,0,0,0
inactive_noise,47.0,38.0,0.0,0,0,0
inactive_noise,47.0,84.0,0.0,0,0,0
inactive_noise,48.0,71.0,0.0,0,0,0
inactive_noise,51.0,18.0,0.0,0,0,0
inactive_noise,53.0,9.0,0.0,0,0,0
inactive_noise,55.0,23.0,0.0,0,0,0
inactive_noise,58.0,32.0,0.0,0,0,0
inactive_noise,58.0,33.0,0.0,0,0,0
inactive_noise,59.0,45.0,0.0,0,0,0
inactive_noise,59.0,60.0,0.0,0,0,0
inactive_noise,60.0,5.0,0.0,0,0,0
inactive_noise,60.0,67.0,0.0,0,0,0
inactive_noise,62.0,59.0,0.0,0,0,0
inactive_noise,65.0,29.0,0.0,0,0,0
inactive_noise,66.0,6.0,0.0,0,0,0
inactive_noise,66.0,12.0,0.0,0,0,0
inactive_noise,66.0,31.0,0.0,0,0,0
inactive_noise,67.0,91.0,0.0,0,0,0
inactive_noise,68.0,90.0,0.0,0,0,0
inactive_noise,69.0,17.0,0.0,0,0,0
inactive_noise,69.0,70.0,0.0,0,0,0
